sexo;nacionalidad;comuna;provincia;region;carrera;escuela;facultad;campus
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PADRE HURTADO;TALAGANTE;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;OVALLE;LIMARI;REGION DE COQUIMBO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;BUIN;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PEÑAFLOR;TALAGANTE;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PAINE;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;HUECHURABA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;HUECHURABA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;RANCAGUA;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA SERENA;ELQUI;REGION DE COQUIMBO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;COLLIPULLI;MALLECO;REGION DE LA ARAUCANIA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PAINE;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;MACHALI;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LO PRADO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;COQUIMBO;ELQUI;REGION DE COQUIMBO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;RANCAGUA;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;EXTRANJERA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA REINA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;LAMPA;CHACABUCO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;EXTRANJERA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Masculino;CHILENA;LA REINA;SANTIAGO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;DISENO EN COMUNICACION VISUAL;ESCUELA DE DISEÑO;FACULTAD DE HUMANIDADES Y TECNOLOGÍAS DE LA COMUNICACIÓN SOCIAL;CENTRAL
